budget,language,popularity,date,revenue,title,rating,vote_count,Drama,Action,Adventure,Comedy,Horror,Science Fiction,History,Others
5000000,en,10.973482,9/10/1980,60000000,The Gods Must Be Crazy,7.1,251,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
10000000,en,5.720538,9/26/1980,10389003,Stardust Memories,6.9,96,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
5000000,en,8.405672,10/2/1980,26010864,The Elephant Man,7.9,740,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
18000000,en,8.868558,11/14/1980,23000000,Raging Bull,7.7,968,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
44000000,en,4.393576,11/19/1980,3484331,Heaven's Gate,6.5,56,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
54000000,en,10.301621,12/4/1980,190458706,Superman II,6.5,642,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
15000000,en,10.603299,12/25/1980,19853892,Altered States,6.7,169,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
4100000,en,10.574039,1/14/1981,14225876,Scanners,6.5,248,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
15000000,en,7.50381,3/15/1981,41092328,Clash of the Titans,6.8,208,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
5000000,en,5.830675,3/17/1981,19905359,Nighthawks,6.4,87,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1000000,en,6.715512,4/3/1981,17985893,The Howling,6.4,165,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
11000000,en,8.800455,4/10/1981,34967437,Excalibur,7.1,241,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
6500000,en,2.12989,4/24/1981,566736,The Hand,5.7,27,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1250000,en,8.710824,5/1/1981,21722776,Friday the 13th Part 2,6,321,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
5500000,en,6.877698,5/15/1981,58972904,Chariots of Fire,6.9,213,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
6000000,en,10.124544,5/22/1981,50244700,Escape from New York,6.9,720,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
16000000,en,6.918821,5/22/1981,17374595,Outland,6.2,153,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
3000000,en,3.891243,5/29/1981,216166,Dead & Buried,6.1,55,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
18000000,en,19.901576,6/12/1981,389925971,Raiders of the Lost Ark,7.7,3949,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
11000000,en,9.270492,6/12/1981,31672907,History of the World: Part I,6.5,205,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
10000000,en,9.865257,6/17/1981,27453418,Escape to Victory,6.7,163,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
18000000,en,6.693055,6/19/1981,72179579,The Cannonball Run,6.2,161,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
28000000,en,9.765123,6/23/1981,195312802,For Your Eyes Only,6.3,497,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
10000000,en,11.341505,6/25/1981,85300000,Stripes,6.5,253,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
18000000,en,3.383201,6/26/1981,14110013,Dragonslayer,6.5,69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1750000,en,4.291236,6/26/1981,100000,Roadgames,6.5,33,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
12000000,en,10.197106,7/10/1981,29800000,The Fox and the Hound,7,884,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
5000000,en,9.841623,7/13/1981,42365581,Time Bandits,6.6,255,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
7000000,en,14.911301,7/17/1981,95461682,Arthur,6.5,125,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
17000000,en,2.522474,7/24/1981,10626725,Wolfen,6,57,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
18000000,en,7.536295,7/24/1981,12000000,Blow Out,7.3,243,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3000000,en,7.44658,8/13/1981,11740000,Gallipoli,7.1,111,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
18000000,en,1.38292,8/20/1981,2945600,The Legend of the Lone Ranger,3.7,14,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
10000000,en,13.390802,8/21/1981,31973249,An American Werewolf in London,7.2,571,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
2800000,en,8.173864,8/21/1981,26279000,Private Lessons,6.3,23,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
14000000,de,8.80338,9/16/1981,85000000,Das Boot,7.9,623,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
350000,en,10.421679,10/15/1981,29400000,The Evil Dead,7.3,913,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2500000,en,13.501144,10/30/1981,25533818,Halloween II,6.4,370,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
17000000,en,1.307263,11/12/1981,2000000,Roar,5.6,19,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
4000000,en,12.650546,11/13/1981,125728258,Porky's,6.1,185,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
22000000,en,8.031761,12/11/1981,9171289,Pennies from Heaven,6.3,25,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
12000000,xx,8.341166,12/15/1981,55260558,Quest for Fire,7.2,111,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
12000000,en,3.21594,12/18/1981,40716963,Absence of Malice,6.8,42,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
8500000,en,3.950775,12/18/1981,29916207,Neighbors,5.2,33,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
14000000,fr,5.355452,12/20/1981,35856053,Taps,6.5,81,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2000000,en,11.189831,12/24/1981,24600832,Mad Max 2: The Road Warrior,7.3,981,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
32000000,en,5.463216,12/25/1981,40382659,Reds,7.1,70,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2000000,en,7.965003,2/20/1982,45000000,Death Wish 2,6.1,74,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3500000,en,3.382894,3/2/1982,20659423,The Man from Snowy River,6.9,38,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4000000,en,3.523637,4/1/1982,39103425,The Sword and the Sorcerer,5.6,30,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
20000000,en,10.52008,4/2/1982,79114085,Conan the Barbarian,6.6,663,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
4500000,en,1.808605,4/2/1982,10500000,Silent Rage,5,22,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
10500000,en,19.358546,4/3/1982,792965326,E.T. the Extra-Terrestrial,7.3,3359,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17000000,en,11.673366,5/28/1982,270000000,Rocky III,6.6,894,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
12000000,en,7.160236,6/3/1982,96800000,Star Trek II: The Wrath of Khan,7.3,688,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
10700000,en,11.776326,6/4/1982,122200000,Poltergeist,7.1,811,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
13200000,en,14.202364,6/11/1982,15171476,Grease 2,4.9,185,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
18000000,en,8.97528,6/13/1982,70687344,Firefox,5.5,141,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
7000000,en,10.812275,6/17/1982,14665733,The Secret of NIMH,7.5,186,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
50000000,en,8.997507,6/18/1982,57059003,Annie,6.2,203,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
28000000,en,96.272374,6/25/1982,33139618,Blade Runner,7.9,3833,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
15000000,en,16.83125,6/25/1982,19629760,The Thing,7.8,1629,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
17000000,en,16.574021,7/9/1982,33000000,Tron,6.6,717,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
12000000,en,6.773407,7/14/1982,22244207,Pink Floyd: The Wall,7.7,363,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
35000000,en,2.171346,7/23/1982,69701637,The Best Little Whorehouse in Texas,5.9,41,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
4000000,en,7.99229,8/13/1982,36690067,Friday the 13th Part III,5.7,257,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
4500000,en,14.658885,8/13/1982,27092880,Fast Times at Ridgemont High,7,330,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
17000000,en,5.036929,8/13/1982,29712172,The World According to Garp,6.9,87,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2500000,en,6.066618,10/22/1982,14400000,Halloween III: Season of the Witch,5,232,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
15000000,en,14.778884,10/22/1982,125212904,First Blood,7.2,1523,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
8000000,en,10.434018,11/12/1982,21028755,Creepshow,6.7,228,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
20000000,en,1.057387,11/12/1982,8178569,Alone in the Dark,5.5,26,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
850000,en,1.094395,11/12/1982,840000,"Come Back to the 5 & Dime, Jimmy Dean, Jimmy Dean",4.9,14,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
22000000,en,12.383755,11/30/1982,77737889,Gandhi,7.4,730,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
12000000,en,15.297121,12/7/1982,78868508,48 Hrs.,6.5,364,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
12000000,en,15.417202,12/8/1982,30036000,Sophie's Choice,7.4,149,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
16000000,en,9.596883,12/8/1982,53977250,The Verdict,7.4,132,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5000000,en,1.629796,12/10/1982,2091037,It Came from Hollywood,6,12,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
21000000,en,8.451188,12/16/1982,177200000,Tootsie,6.9,429,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
15000000,en,13.524001,12/17/1982,40577001,The Dark Crystal,7.3,233,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
6000000,en,13.293569,12/17/1982,1317657,The Year of Living Dangerously,6.8,84,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
425000,en,1.918891,1/21/1983,10604986,The House on Sorority Row,6,34,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
5952000,en,7.945039,2/4/1983,2120439,Videodrome,7.1,464,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
22000000,en,10.456371,2/5/1983,42313354,Blue Thunder,5.9,117,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
300000,en,2.290725,3/4/1983,3952448,Joysticks,5.2,14,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
4520000,en,3.372304,3/11/1983,7175592,10 to Midnight,6.1,37,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
20500000,en,16.603041,3/16/1983,87987055,Jaws 3-D,4.2,266,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
10000000,en,6.435926,3/25/1983,33697647,The Outsiders,6.9,293,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1200000,en,8.471302,3/25/1983,760883,Fire and Ice,6.2,37,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
7000000,en,3.132019,4/8/1983,1246141,Losin' It,4.5,31,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
350000,en,8.438808,4/8/1983,17343596,Valley Girl,6.2,61,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
4000000,en,9.888958,4/14/1983,92921203,Flashdance,6.1,313,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5000000,en,5.839893,4/14/1983,12232628,Lone Wolf McQuade,5.5,67,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
19000000,en,3.985819,4/29/1983,5656087,Something Wicked This Way Comes,6.6,38,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
15000000,en,3.521436,5/20/1983,16500000,Spacehunter: Adventures in the Forbidden Zone,5.1,37,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
32350000,en,14.586087,5/23/1983,572700000,Return of the Jedi,7.9,4763,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
5000000,en,6.370495,6/3/1983,34725000,Psycho II,6,128,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
12000000,en,8.321647,6/3/1983,79567667,WarGames,7,517,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
27500000,en,10.619302,6/5/1983,187500000,Octopussy,6.2,534,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
40600000,en,14.285052,6/7/1983,90400000,Trading Places,7.1,763,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
39000000,en,9.614638,6/17/1983,75850624,Superman III,5.3,500,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
6500000,en,5.269838,6/24/1983,33759266,Porky's II: The Next Day,5.2,61,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
10000000,en,5.836054,6/24/1983,29450919,Twilight Zone: The Movie,6.2,164,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
22000000,en,4.860672,7/11/1983,64892670,Staying Alive,4.7,93,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
15000000,en,7.747432,7/28/1983,61399552,National Lampoon's Vacation,7.1,412,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
27000000,en,9.848674,7/29/1983,16519460,Krull,5.8,130,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
6200000,en,6.505209,8/5/1983,63541777,Risky Business,6.4,340,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
5000000,en,7.065626,8/10/1983,21200000,Cujo,5.7,194,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
11000000,en,8.046375,8/12/1983,4491986,Curse of the Pink Panther,3.6,42,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
15000000,en,9.974312,9/30/1983,10219460,Brainstorm,6.3,65,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
36000000,en,10.231985,10/7/1983,160000000,Never Say Never Again,5.8,348,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
3000000,en,11.742804,10/19/1983,21000000,Mickey's Christmas Carol,7.6,167,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
27000000,en,14.902397,10/20/1983,21500000,The Right Stuff,7.4,241,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
10000000,en,8.20519,10/20/1983,2494480,Rumble Fish,6.8,141,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
10000000,en,11.194448,10/21/1983,20766616,The Dead Zone,6.9,320,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
1500000,en,8.923953,11/4/1983,2044892,Testament,6.3,29,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
12000000,en,2.592296,11/18/1983,30400000,Yentl,6.2,51,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
22000000,en,9.737907,12/7/1983,67642693,Sudden Impact,6.5,210,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
25000000,en,11.299673,12/8/1983,65884703,Scarface,8,3017,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
6000000,en,3.554491,12/16/1983,3661757,The Keep,5.9,56,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
8000000,en,5.892277,1/27/1984,10600497,Broadway Danny Rose,7.2,104,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
8200000,en,10.403992,2/17/1984,80035402,Footloose,6.4,525,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1500000,en,6.357559,2/20/1984,2300000,Repo Man,6.7,146,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
8000000,en,8.441602,3/9/1984,69821334,Splash,6.1,328,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
800000,en,11.84696,3/9/1984,14000000,Children of the Corn,5.6,243,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1000000,ja,11.267366,3/11/1984,3301446,NausicaÃ¤ of the Valley of the Wind,7.7,808,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
4500000,en,8.354488,3/22/1984,146198896,Police Academy,6.5,614,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
9000000,en,10.941991,3/23/1984,6045657,Racing with the Moon,5.8,15,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10000000,en,6.827193,3/30/1984,86572238,Romancing the Stone,6.6,477,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
27000000,en,14.225919,4/5/1984,20158808,The NeverEnding Story,7,1031,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2600000,en,10.175913,4/13/1984,32980880,Friday the 13th: The Final Chapter,5.9,241,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
5500000,en,1.822979,4/19/1984,801000,Razorback,5.6,33,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2500000,en,13.981499,5/4/1984,4736202,This Is Spinal Tap,7.6,413,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
6500000,en,6.683723,5/4/1984,23686027,Sixteen Candles,6.9,455,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
25000000,en,7.492912,5/4/1984,8613462,The Bounty,6.5,109,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
28000000,en,12.319855,5/11/1984,47951979,The Natural,7,162,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
15000000,en,7.048087,5/11/1984,17080167,Firestarter,5.9,174,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1746964,en,11.635837,5/19/1984,2181987,"Paris, Texas",7.7,282,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
28000000,en,15.802306,5/23/1984,333000000,Indiana Jones and the Temple of Doom,7.1,2841,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
18000000,en,6.197298,5/31/1984,87000000,Star Trek III: The Search for Spock,6.4,443,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
14500000,en,6.958758,6/1/1984,8089290,Streets of Fire,6.6,105,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
11000000,en,11.333125,6/7/1984,153083102,Gremlins,6.9,1629,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
30000000,en,22.089729,6/7/1984,295212467,Ghostbusters,7.3,2431,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
9000000,en,5.971241,6/8/1984,20458340,Top Secret!,7,241,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
8000000,en,7.64499,6/22/1984,90815558,The Karate Kid,6.9,913,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
28000000,en,5.415639,6/22/1984,21435321,Rhinestone,4.9,33,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
6000000,en,5.511756,6/29/1984,38435947,Bachelor Party,5.8,156,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
18000000,en,10.151366,6/29/1984,100000000,Conan the Destroyer,5.8,391,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
15000000,en,5.984133,7/13/1984,28733290,The Last Starfighter,6.5,225,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
18000000,en,1.975174,7/20/1984,19265302,Best Defense,3.6,25,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
7200000,en,9.190328,7/27/1984,68392977,Purple Rain,6.6,91,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4200000,en,8.233168,8/10/1984,38376497,Red Dawn,6.4,217,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
25000000,en,4.11214,8/17/1984,5778353,Sheena,5,22,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
1250000,en,4.412794,8/31/1984,3412497,C.H.U.D.,5.3,62,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
7000000,en,1.456485,8/31/1984,8914881,Bolero,3.4,23,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6000000,en,12.019262,9/14/1984,21821347,A Soldier's Story,6.2,54,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
9000000,en,0.941383,10/19/1984,10364904,Thief of Hearts,5.5,16,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
10000000,en,9.836894,10/25/1984,8801940,Body Double,6.4,138,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
18000000,en,12.677592,10/26/1984,51973029,Amadeus,7.8,1107,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
6400000,en,19.293562,10/26/1984,78371200,The Terminator,7.4,4208,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
14400000,en,11.460364,11/2/1984,34700291,The Killing Fields,7.5,180,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1000000,en,4.734765,11/8/1984,35000000,Ghoulies,4.2,58,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
1800000,en,13.694713,11/14/1984,25504513,A Nightmare on Elm Street,7.2,1212,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3000000,en,4.947043,11/16/1984,14418922,Night of the Comet,6.1,94,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
1200000,en,2.359569,11/16/1984,4978922,Stop Making Sense,8.7,47,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1500000,en,6.241185,11/16/1984,22812411,Missing in Action,5.2,107,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
35000000,en,11.932675,11/19/1984,14296438,Supergirl,4.7,108,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
15000000,en,8.503483,11/29/1984,316360478,Beverly Hills Cop,6.8,985,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
18000000,en,6.303384,12/1/1984,11500000,The River,6.5,21,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
25000000,en,12.881025,12/5/1984,38348988,City Heat,5.1,49,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
28000000,en,7.482865,12/6/1984,40400657,2010,6.6,290,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
22000000,en,9.763928,12/13/1984,28744356,Starman,6.6,219,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
40000000,en,9.261189,12/14/1984,30925690,Dune,6.5,576,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
12000000,en,16.243093,12/14/1984,1400000,Birdy,6.9,112,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
58000000,en,9.508061,12/14/1984,25928721,The Cotton Club,6.5,71,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8000000,en,11.842837,12/14/1984,27187653,A Passage to India,6.8,69,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
2000000,ja,2.894009,12/15/1984,4100000,Godzilla 1985,6.7,34,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
15000000,en,0.732814,1/1/1985,3360800,Starchaser: The Legend of Orin,6.8,11,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
12000000,en,10.312017,2/8/1985,68706993,Witness,7,390,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1000000,en,12.627678,2/15/1985,51525171,The Breakfast Club,7.8,2189,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
11400000,en,5.709878,2/15/1985,6700000,Into the Night,6.4,59,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
15000000,en,6.133697,3/1/1985,10631333,The Purple Rose of Cairo,7.3,206,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2410000,en,9.110348,3/1/1985,10755447,Missing in Action 2: The Beginning,5,65,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
