budget,language,popularity,date,revenue,title,rating,vote_count,Drama,Action,Adventure,Comedy,Horror,Science Fiction,History,Others
12000000,en,6.829528,11/1/2006,84500122,The Santa Clause 3: The Escape Clause,5,241,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
3700000,en,13.505066,11/3/2006,3338228,Unknown,6.4,116,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
50000000,en,5.91265,11/8/2006,9448082,Goya's Ghosts,6.6,100,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
15000000,en,9.338989,11/10/2006,11992014,The Return,5.1,61,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
150000000,en,23.065078,11/14/2006,599045960,Casino Royale,7.3,3930,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
13000000,en,5.169999,11/16/2006,1151330,Infamous,6.4,60,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
100000000,en,15.088318,11/16/2006,384335608,Happy Feet,5.9,1457,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
4000000,en,3.856827,11/17/2006,4630045,Let's Go to Prison,5.5,70,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
12000000,en,12.142183,11/22/2006,5542025,For Your Consideration,5.9,44,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
75000000,en,14.922904,11/22/2006,180557550,DÃ©jÃ  Vu,6.6,1519,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
22000000,en,7.98193,11/22/2006,13405595,Tenacious D in The Pick of Destiny,6.5,419,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
11000000,en,3.81393,11/24/2006,46396427,Dhoom 2,5.9,69,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
30000000,en,8.599342,12/3/2006,35078241,Miss Potter,6.3,143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
40000000,en,7.735233,12/7/2006,120175290,Apocalypto,7.3,1252,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
100000000,en,12.477872,12/7/2006,170877916,Blood Diamond,7.4,2344,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
85000000,en,14.043416,12/8/2006,194168700,The Holiday,6.7,1259,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
32000000,en,5.290831,12/8/2006,5914908,The Good German,5.9,87,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
15000000,en,7.050403,12/8/2006,10903846,Black Snake Moan,6.6,247,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17000000,en,7.906434,12/9/2006,57103895,Smokin' Aces,6.4,541,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
65000000,en,18.108408,12/9/2006,422610419,300,7,5092,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
85000000,en,11.057536,12/11/2006,59908565,The Good Shepherd,6.3,342,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
65000000,en,5.401746,12/12/2006,43545364,We Are Marshall,6.7,189,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
86000000,en,11.621534,12/13/2006,107944236,Arthur and the Invisibles,6,663,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
55000000,en,20.981716,12/14/2006,307077295,The Pursuit of Happyness,7.7,2607,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
100000000,en,9.851133,12/14/2006,249288105,Eragon,4.9,990,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
85000000,en,10.254314,12/15/2006,144000000,Charlotte's Web,5.8,300,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
19000000,en,11.649588,12/19/2006,68673228,Letters from Iwo Jima,7.2,553,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
24000000,en,11.697604,12/20/2006,155721132,Rocky Balboa,6.5,858,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
70000000,en,7.739633,12/25/2006,154937680,Dreamgirls,6.6,292,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
15000000,en,8.593087,12/25/2006,49469904,Notes on a Scandal,6.9,239,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
9000000,en,7.888302,12/25/2006,21510851,Black Christmas,4.8,119,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
15500000,en,8.960677,12/26/2006,7385434,It's a Boy Girl Thing,6.3,279,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
16000000,en,16.770196,1/1/2007,18928871,A Mighty Heart,6.7,97,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
5000000,en,3.494388,1/1/2007,782102,Redacted,6.2,37,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
21000000,en,13.585233,1/5/2007,41170784,Freedom Writers,7.6,368,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
20000000,en,11.107148,1/5/2007,10337477,Code Name: The Cleaner,4.7,78,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
45000000,en,11.101549,1/11/2007,30822861,Pathfinder,5.4,173,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
4700000,hi,2.925476,1/12/2007,31000000,Guru,6.7,24,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10000000,en,7.160967,1/19/2007,25399945,The Hitcher,5.6,253,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
4000000,en,7.391932,1/22/2007,6870249,Son of Rambow,6.7,146,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
20000000,en,5.549609,1/25/2007,86865564,Epic Movie,3.2,334,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
15000000,en,8.031164,1/25/2007,20380,The Good Night,5.7,41,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
500000,en,2.317528,1/31/2007,220151,Boy Culture,6,30,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
16000000,en,9.629399,2/2/2007,1109660,The Messengers,5.6,216,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
50000000,en,2.159558,2/6/2007,82169884,Hannibal Rising,6,666,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
60000000,en,7.667874,2/8/2007,95673607,Norbit,5,434,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
20000000,en,10.163764,2/8/2007,84146832,Premonition,5.8,391,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
70000000,ko,6.280906,2/8/2007,53587404,Dragon Wars: D-War,4,104,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
700000,en,2.819298,2/8/2007,31576,The Tracey Fragments,5.9,36,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
40000000,en,7.196688,2/9/2007,145896422,Music and Lyrics,6.2,569,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
4000000,en,4.725299,2/9/2007,2426851,You Kill Me,6.2,82,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
1000000,en,1.833892,2/9/2007,18479,Itty Bitty Titty Committee,6,12,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
10000000,en,6.063809,2/14/2007,31609243,Daddy's Little Girls,6.6,19,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
12000000,en,13.535195,2/14/2007,80573774,Hot Fuzz,7.4,2252,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
30000000,en,8.552967,2/14/2007,16930884,88 Minutes,5.7,323,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
60000000,en,8.460206,2/16/2007,137587063,Bridge to Terabithia,7,1146,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
110000000,en,11.902354,2/16/2007,228738393,Ghost Rider,5.2,1754,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
8000000,en,8.762536,2/16/2007,60641,Hallam Foe,6.8,51,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
50000,en,11.329733,2/22/2007,249905,The Signal,5.9,85,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
30000000,en,8.140941,2/23/2007,77566815,The Number 23,6.3,1045,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
10000000,en,4.468247,2/23/2007,20342161,Reno 911!: Miami,5.6,72,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
65000000,en,19.083823,3/2/2007,84785914,Zodiac,7.3,2080,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
16500000,en,7.829737,3/2/2007,37311672,Becoming Jane,6.9,325,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
16000000,en,12.153493,3/9/2007,5367030,The Lookout,6.6,209,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
17000000,en,8.687797,3/9/2007,2626800,Captivity,4.4,134,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
11000000,en,3.966066,3/16/2007,13196245,I Think I Love My Wife,5,56,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
20000000,en,10.763622,3/16/2007,22217407,Dead Silence,6.2,533,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
61000000,en,14.246918,3/22/2007,95696996,Shooter,6.9,1495,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
25000000,en,10.19853,3/22/2007,229736344,Mr. Bean's Holiday,6.1,682,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
20000000,en,10.027137,3/23/2007,22222308,Reign Over Me,7.1,340,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
34000000,en,11.358363,3/23/2007,95608995,TMNT,6,349,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
150000000,en,10.529576,3/23/2007,169332978,Meet the Robinsons,6.7,787,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
160000,en,10.357064,3/23/2007,20710513,Once,7.4,457,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
40000000,en,9.825841,4/5/2007,62771059,The Reaping,5.4,209,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
50000000,en,12.715571,4/5/2007,32017803,Sunshine,7,1210,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
1500000,es,8.504511,4/10/2007,30448000,[REC],7.1,954,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
60795000,en,9.925255,4/12/2007,73090611,Perfect Stranger,5.4,242,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
20000000,en,18.006896,4/12/2007,117760134,Disturbia,6.6,1038,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
10000000,en,9.351276,4/16/2007,17500000,In the Land of Women,5.8,163,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
67000000,en,8.920545,4/19/2007,25303038,The Last Legion,5,210,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
19000000,en,7.712309,4/20/2007,35300645,Vacancy,6,406,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
5000000,it,4.391819,4/20/2007,6463286,My Brother Is an Only Child,6.7,61,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
15000000,en,15.30326,4/22/2007,109000000,Earth,7.5,136,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
70000000,en,9.41746,4/24/2007,76066841,Next,5.9,880,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
15000000,en,12.884191,4/26/2007,64238440,28 Weeks Later,6.5,1225,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
30000000,en,6.097503,4/27/2007,26810113,The Invisible,6,148,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
4000000,en,2.420823,4/28/2007,333912,Nobel Son,6.4,29,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
8000000,en,2.942202,4/30/2007,458232,Brooklyn Rules,5.8,19,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1000000,en,6.415898,4/30/2007,274661,Taxi to the Dark Side,6.6,53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
258000000,en,27.614265,5/1/2007,890871626,Spider-Man 3,5.9,3687,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
3000000,en,1.017103,5/6/2007,1449945,Night Of The Living Dead 3D,4,12,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
24000000,en,11.414893,5/11/2007,9576495,I Could Never Be Your Woman,5.7,94,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
13000000,en,5.607508,5/16/2007,75511123,Stomp the Yard,6.1,90,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10000000,en,11.119593,5/16/2007,21786738,My Blueberry Nights,6.1,197,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
160000000,en,14.072479,5/17/2007,798958165,Shrek the Third,6,2355,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
9000000,en,6.766086,5/18/2007,24538513,Sicko,7.3,241,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
300000000,en,31.363664,5/19/2007,961000000,Pirates of the Caribbean: At World's End,6.9,4627,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
15000000,en,0.900864,5/19/2007,22730842,U2 3D,6.7,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
25000000,en,13.412137,5/21/2007,25037897,Death Proof,6.7,1359,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
14000000,fr,11.090265,5/22/2007,19777647,The Diving Bell and the Butterfly,7.5,290,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4000000,en,4.382184,5/23/2007,907456,Go Go Tales,5.4,14,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2000000,en,11.276024,5/25/2007,22179430,Waitress,6.6,132,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
21000000,en,7.572144,5/25/2007,54926886,We Own the Night,6.5,327,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
11000000,hi,1.3666,5/25/2007,12000000,Shootout at Lokhandwala,6,15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
30000000,en,9.058516,6/1/2007,219076518,Knocked Up,6.2,1255,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
20000000,en,7.423812,6/1/2007,41637263,Mr. Brooks,6.8,543,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
9000000,en,2.961621,6/1/2007,2955039,Gracie,6,17,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4000000,ru,6.975759,6/6/2007,7537453,12,6.6,54,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
85000000,en,12.16276,6/7/2007,311312624,Ocean's Thirteen,6.5,2040,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
10200000,en,8.916747,6/8/2007,35619521,Hostel: Part II,5.6,464,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
85000000,en,11.526339,6/8/2007,149044513,Surf's Up,5.9,616,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
175000000,en,9.156877,6/9/2007,173000000,Evan Almighty,5.3,1194,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
130000000,en,12.924254,6/13/2007,289047763,Fantastic 4: Rise of the Silver Surfer,5.4,2648,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
12000000,ta,1.323587,6/14/2007,19000000,Sivaji: The Boss,6.9,25,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
110000000,en,14.886039,6/20/2007,383531464,Live Free or Die Hard,6.4,2122,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
150000000,en,20.50803,6/22/2007,623722818,Ratatouille,7.5,4510,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
150000000,en,5.587707,6/27/2007,709709780,Transformers,6.6,4113,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
150000000,en,21.3643,6/28/2007,938212738,Harry Potter and the Order of the Phoenix,7.4,5633,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
35000000,en,7.102076,7/4/2007,69307224,License to Wed,5.3,258,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
25000000,en,9.196884,7/12/2007,94679598,1408,6.5,1372,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
85000000,en,6.645799,7/12/2007,186072214,I Now Pronounce You Chuck & Larry,5.8,640,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
50000000,en,7.768045,7/13/2007,90450008,Hairspray,6.5,738,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
22000000,en,10.77166,7/23/2007,413454,The Death and Life of Bobby Z,5.8,104,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
75000000,en,14.302911,7/25/2007,527068851,The Simpsons Movie,6.9,2335,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
28000000,en,9.672317,7/25/2007,92601050,No Reservations,6.1,336,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
39000000,en,7.259086,7/26/2007,26820641,Shoot 'Em Up,6.3,589,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
12000000,en,4.961439,7/27/2007,9620399,I Know Who Killed Me,4,81,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2000000,en,1.987795,7/27/2007,1431623,No End in Sight,7.3,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
70000000,en,18.173269,8/3/2007,442824138,The Bourne Ultimatum,7.3,2938,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
140000000,en,9.718111,8/8/2007,258022233,Rush Hour 3,6.1,801,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
6000000,en,5.414213,8/8/2007,18197398,Daddy Day Camp,4.4,94,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
70000000,en,14.784525,8/9/2007,135560026,Stardust,7.2,1215,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
20000000,en,16.205105,8/17/2007,121463226,Superbad,7,2152,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
80000000,en,5.228837,8/17/2007,15071514,The Invasion,5.7,366,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
70000000,en,13.842333,8/22/2007,86658558,The Kingdom,6.5,517,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
25000000,en,12.077833,8/24/2007,40452643,War,6,422,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
20000000,en,6.764056,8/24/2007,47738099,The Nanny Diaries,6.1,335,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
852510,ro,9.990406,8/24/2007,1185783,"4 Months, 3 Weeks and 2 Days",7.4,158,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
30000000,en,8.913338,8/29/2007,129266061,Atonement,7.4,1075,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
15000000,en,11.607678,8/31/2007,80253908,Halloween,5.9,510,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
20000000,en,6.612175,8/31/2007,16974459,Death Sentence,6.4,303,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
23000000,en,9.604552,8/31/2007,29541790,In the Valley of Elah,6.6,265,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
20000000,en,6.496913,9/1/2007,6819587,Flawless,6.6,142,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
30000000,en,10.111313,9/2/2007,14711793,The Assassination of Jesse James by the Coward Robert Ford,7,792,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
55000000,en,18.079094,9/6/2007,70016220,3:10 to Yuma,6.9,1210,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
10000000,en,11.840495,9/6/2007,33000000,"Run, Fatboy, Run",6.2,241,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
3500000,it,34.145916,9/6/2007,54947,The Mother of Tears,4.1,135,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
4000000,en,6.737142,9/6/2007,6101046,Battle for Terra,6,98,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
27500000,en,13.482558,9/7/2007,24748670,Rendition,6.2,207,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
5000000,en,6.226054,9/7/2007,346592,Meet Bill,5.9,89,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
8000000,en,4.518646,9/7/2007,908847,Battle in Seattle,6.3,75,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2000000,en,12.001324,9/8/2007,5364858,Diary of the Dead,5.4,194,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
55000000,en,7.608243,9/9/2007,74237563,Elizabeth: The Golden Age,6.6,310,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
15000000,en,15.423538,9/11/2007,56255142,Into the Wild,7.8,3139,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
20000000,en,4.522772,9/13/2007,8380329,Death Defying Acts,5.5,59,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
70000000,en,11.8027,9/14/2007,69766619,The Brave One,6.4,258,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
51500000,en,9.897909,9/14/2007,55112356,Eastern Promises,7.2,867,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
15000,en,12.706424,9/14/2007,193355800,Paranormal Activity,5.9,1351,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3800000,ja,9.239882,9/15/2007,2725258,Sukiyaki Western Django,6.3,79,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
4000000,en,4.661689,9/20/2007,46474,December Boys,6.2,79,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
45000000,en,3.009134,9/20/2007,148412065,Resident Evil: Extinction,6.1,1308,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
18000000,ru,6.375447,9/20/2007,26527510,Mongol: The Rise of Genghis Khan,6.5,165,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2600000,es,8.623982,9/20/2007,553198,Timecrimes,7,313,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
16500000,en,6.463883,9/21/2007,13620075,Sydney White,6,242,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
25000000,en,7.456047,9/21/2007,59192128,Good Luck Chuck,5.6,454,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
5200000,pl,4.230046,9/21/2007,14723313,Katyn,6.7,50,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
16000000,en,11.446274,9/26/2007,2849142,Things We Lost in the Fire,6.7,90,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
18000000,en,9.309967,9/26/2007,25005257,Before the Devil Knows You're Dead,6.9,359,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3800000,de,10.083019,9/27/2007,17804565,The Edge of Heaven,6.6,68,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
22000000,en,9.627676,9/28/2007,147880543,The Game Plan,6,434,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
25000000,en,7.857078,9/28/2007,92991835,Michael Clayton,6.6,508,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
16000000,en,6.493474,9/29/2007,24377151,The Darjeeling Limited,7.1,876,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
20000000,en,9.351557,10/1/2007,4001121,I'm Not There.,6.6,202,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1500000,en,8.708789,10/1/2007,173066,My Name Is Bruce,5.9,107,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
45000000,en,5.20735,10/4/2007,4607608,Love in the Time of Cholera,6.5,84,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
60000000,en,9.149612,10/5/2007,127766650,The Heartbreak Kid,5.7,414,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
16000000,en,7.404835,10/9/2007,34786960,Assembly,7.1,35,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
12000000,en,8.025118,10/12/2007,11293663,Lars and the Real Girl,7.1,517,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
15000000,en,2.016044,10/12/2007,55184721,Why Did I Get Married?,6.1,33,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
20000000,en,5.970067,10/14/2007,73276047,The Kite Runner,7.3,405,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
30000000,en,8.764548,10/17/2007,75505973,30 Days of Night,6.2,784,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
19000000,en,6.148516,10/19/2007,34619699,Gone Baby Gone,7.2,1034,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
